ID Key,Patient Code,PAT id(SSAM),Name,Subtype,Country,Sampling Year,Sampling Year Upper,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
JX976646,CAP210,20446,C.CAP210.w12.70dps.2_05_T13,C,SOUTH AFRICA,2005,2005,581,9636,9096,HIV-1
JX976647,CAP210,20446,C.CAP210.w12.70dps.2_05_T13C,C,SOUTH AFRICA,2005,2005,581,9636,9005,HIV-1
JX976648,CAP210,20446,C.CAP210.w12.70dps.2_05_T2,C,SOUTH AFRICA,2005,2005,753,9636,8926,HIV-1
JX976649,CAP210,20446,C.CAP210.w12.70dps.2_05_T39w,C,SOUTH AFRICA,2005,2005,581,9640,9098,HIV-1
JX976650,CAP210,20446,C.CAP210.w12.70dps.2_05_T42,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976651,CAP210,20446,C.CAP210.w12.70dps.2_05_T5,C,SOUTH AFRICA,2005,2005,753,9636,8905,HIV-1
JX976652,CAP210,20446,C.CAP210.w12.70dps.2_05_T8,C,SOUTH AFRICA,2005,2005,753,9636,8926,HIV-1
JX976659,CAP210,20446,C.CAP210.w26.168dps.3_10_T13B,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976660,CAP210,20446,C.CAP210.w26.168dps.3_10_T20w,C,SOUTH AFRICA,2005,2005,581,9636,9076,HIV-1
JX976661,CAP210,20446,C.CAP210.w26.168dps.3_10_T23B,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976662,CAP210,20446,C.CAP210.w26.168dps.3_10_T24B,C,SOUTH AFRICA,2005,2005,581,9608,9047,HIV-1
JX976663,CAP210,20446,C.CAP210.w26.168dps.3_10_T24C,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976664,CAP210,20446,C.CAP210.w26.168dps.3_10_T28,C,SOUTH AFRICA,2005,2005,581,9636,9073,HIV-1
JX976665,CAP210,20446,C.CAP210.w26.168dps.3_10_T40,C,SOUTH AFRICA,2005,2005,581,9651,9085,HIV-1
JX976666,CAP210,20446,C.CAP210.w26.168dps.3_10_T42,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976667,CAP210,20446,C.CAP210.w26.168dps.3_10_T43B,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976668,CAP210,20446,C.CAP210.w26.168dps.3_10_T47,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976669,CAP210,20446,C.CAP210.w26.168dps.3_10_T49B,C,SOUTH AFRICA,2005,2005,581,9636,9075,HIV-1
JX976670,CAP239,13656,C.CAP239.w02.0dps.1_02_F32,C,SOUTH AFRICA,2005,2005,629,9639,8998,HIV-1
JX976671,CAP239,13656,C.CAP239.w02.0dps.1_02_T8,C,SOUTH AFRICA,2005,2005,551,9636,9074,HIV-1
JX976672,CAP239,13656,C.CAP239.w05.21dps.2_00,C,SOUTH AFRICA,2005,2005,540,9650,9099,HIV-1
JX976673,CAP239,13656,C.CAP239.w05.21dps.2_00_T11,C,SOUTH AFRICA,2005,2005,535,9651,9114,HIV-1
JX976674,CAP239,13656,C.CAP239.w05.21dps.2_00_T17,C,SOUTH AFRICA,2005,2005,535,9651,9101,HIV-1
JX976675,CAP239,13656,C.CAP239.w05.21dps.2_00_T18,C,SOUTH AFRICA,2005,2005,551,9639,9076,HIV-1
JX976676,CAP239,13656,C.CAP239.w05.21dps.2_00_T19,C,SOUTH AFRICA,2005,2005,535,9651,9099,HIV-1
JX976677,CAP239,13656,C.CAP239.w05.21dps.2_00_T21,C,SOUTH AFRICA,2005,2005,615,9639,9012,HIV-1
JX976678,CAP239,13656,C.CAP239.w05.21dps.2_00_T3,C,SOUTH AFRICA,2005,2005,535,9651,9101,HIV-1
JX976679,CAP239,13656,C.CAP239.w05.21dps.2_00_T49,C,SOUTH AFRICA,2005,2005,588,9651,9053,HIV-1
JX976680,CAP239,13656,C.CAP239.w05.21dps.2_00_T8,C,SOUTH AFRICA,2005,2005,640,9639,8987,HIV-1
JX976684,CAP239,13656,C.CAP239.w11.63dps.2_05_T37,C,SOUTH AFRICA,2005,2005,638,9642,8992,HIV-1
JX976685,CAP239,13656,C.CAP239.w11.63dps.2_05_T47,C,SOUTH AFRICA,2005,2005,588,9651,9052,HIV-1
JX976686,CAP239,13656,C.CAP239.w22.140dps.3_09_F1,C,SOUTH AFRICA,2005,2005,577,9650,9062,HIV-1
JX976688,CAP239,13656,C.CAP239.w22.140dps.3_09_T10,C,SOUTH AFRICA,2005,2005,750,9643,8874,HIV-1
JX976689,CAP239,13656,C.CAP239.w22.140dps.3_09_T17,C,SOUTH AFRICA,2005,2005,750,9651,8892,HIV-1
JX976690,CAP239,13656,C.CAP239.w22.140dps.3_09_T20,C,SOUTH AFRICA,2005,2005,751,9651,8879,HIV-1
JX976691,CAP239,13656,C.CAP239.w22.140dps.3_09_T36,C,SOUTH AFRICA,2005,2005,603,9651,9028,HIV-1
JX976692,CAP239,13656,C.CAP239.w22.140dps.3_09_T39,C,SOUTH AFRICA,2005,2005,539,9651,9103,HIV-1
JX976693,CAP239,13656,C.CAP239.w22.140dps.3_09_W16,C,SOUTH AFRICA,2005,2005,549,9642,9081,HIV-1
JX976707,CAP45,20442,C.CAP45.w02.0dps.1_05_F3,C,SOUTH AFRICA,2005,2005,540,9650,9085,HIV-1
JX976708,CAP45,20442,C.CAP45.w02.0dps.1_05_T1,C,SOUTH AFRICA,2005,2005,551,9651,9076,HIV-1
JX976709,CAP45,20442,C.CAP45.w02.0dps.1_05_T2,C,SOUTH AFRICA,2005,2005,682,9651,8945,HIV-1
JX976710,CAP45,20442,C.CAP45.w05.21dps.2_00,C,SOUTH AFRICA,2005,2005,540,9650,9086,HIV-1
JX976711,CAP45,20442,C.CAP45.w05.21dps.2_00_T11,C,SOUTH AFRICA,2005,2005,549,9642,9068,HIV-1
JX976712,CAP45,20442,C.CAP45.w05.21dps.2_00_T12,C,SOUTH AFRICA,2005,2005,548,9651,9080,HIV-1
JX976713,CAP45,20442,C.CAP45.w05.21dps.2_00_T14,C,SOUTH AFRICA,2005,2005,551,9651,9076,HIV-1
JX976715,CAP45,20442,C.CAP45.w05.21dps.2_00_T5,C,SOUTH AFRICA,2005,2005,549,9651,9078,HIV-1
JX976716,CAP45,20442,C.CAP45.w05.21dps.2_00_T9,C,SOUTH AFRICA,2005,2005,549,9642,9068,HIV-1
JX976717,CAP45,20442,C.CAP45.w12.70dps.2_05_F1,C,SOUTH AFRICA,2005,2005,540,9650,9076,HIV-1
JX976718,CAP45,20442,C.CAP45.w12.70dps.2_05_T11,C,SOUTH AFRICA,2005,2005,540,9642,9068,HIV-1
JX976719,CAP45,20442,C.CAP45.w12.70dps.2_05_T13b,C,SOUTH AFRICA,2005,2005,549,9642,9059,HIV-1
JX976720,CAP45,20442,C.CAP45.w12.70dps.2_05_T18,C,SOUTH AFRICA,2005,2005,549,9642,9059,HIV-1
JX976721,CAP45,20442,C.CAP45.w16.98dps.2_07_T33,C,SOUTH AFRICA,2005,2005,549,9642,7208,HIV-1
KC312399,STCO5453,45437,STCO_A4,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312400,STCO5453,45437,STCO_A5,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312401,STCO5453,45437,STCO_A6,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312402,STCO5453,45437,STCO_B1,B,UNITED STATES,2005,2005,571,5582,5018,HIV-1
KC312403,STCO5453,45437,STCO_B3,B,UNITED STATES,2005,2005,571,5582,5018,HIV-1
KC312404,STCO5453,45437,STCO_B4,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312405,STCO5453,45437,STCO_B7,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312406,STCO5453,45437,STCO_B8,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312407,STCO5453,45437,STCO_C1,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312408,STCO5453,45437,STCO_C10,B,UNITED STATES,2005,2005,571,5582,5031,HIV-1
KC312409,STCO5453,45437,STCO_C14,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312410,STCO5453,45437,STCO_C15,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312411,STCO5453,45437,STCO_C17,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312412,STCO5453,45437,STCO_C19,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312413,STCO5453,45437,STCO_C2,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312414,STCO5453,45437,STCO_C21,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312415,STCO5453,45437,STCO_C23,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312416,STCO5453,45437,STCO_C3,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312417,STCO5453,45437,STCO_C4,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312418,STCO5453,45437,STCO_C9,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312419,STCO5453,45437,STCO_D10,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312420,STCO5453,45437,STCO_D11,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312421,STCO5453,45437,STCO_D15,B,UNITED STATES,2005,2005,571,5582,5017,HIV-1
KC312422,STCO5453,45437,STCO_D16,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312423,STCO5453,45437,STCO_D17,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312424,STCO5453,45437,STCO_D18,B,UNITED STATES,2005,2005,571,5582,5017,HIV-1
KC312425,STCO5453,45437,STCO_D19,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312426,STCO5453,45437,STCO_D2,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312427,STCO5453,45437,STCO_D20,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312428,STCO5453,45437,STCO_D3,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312429,STCO5453,45437,STCO_D5,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312430,STCO5453,45437,STCO_D6,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312431,STCO5453,45437,STCO_D7,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312432,STCO5453,45437,STCO_T3,B,UNITED STATES,2005,2005,571,5582,5019,HIV-1
KC312433,STCO5453,45437,STCO_T4,B,UNITED STATES,2005,2005,571,5582,5007,HIV-1
KC473837,X772_ARP1097,35960,DE01405ES002,14_BG,SPAIN,2005,2005,622,9599,9013,HIV-1
KC492737,6291,61313,pXJDC6291-13,07_BC,CHINA,2005,2005,1,9695,9714,HIV-1
KC492738,6291,61313,pXJDC6291-17,07_BC,CHINA,2005,2005,1,9695,9711,HIV-1
KC503852,6291,61313,pXJDC6291-2-6,07_BC,CHINA,2005,2005,78,9719,9804,HIV-1
KC503853,6291,61313,pXJDC6291-2-7,07_BC,CHINA,2005,2005,78,9695,9619,HIV-1
KC503854,6291,61313,pXJDC6291-3-6,07_BC,CHINA,2005,2005,1,9695,9699,HIV-1
KC503855,6291,61313,pXJDC6291-3-7,07_BC,CHINA,2005,2005,1,9695,9702,HIV-1
KC898975,RL007,59101,05YNRL07sg,BC,CHINA,2005,2005,790,9595,8727,HIV-1
KC898976,RL008,59075,05YNRL08sg,BC,CHINA,2005,2005,790,9595,8841,HIV-1
KC898977,RL009,59057,05YNRL09sg,BC,CHINA,2005,2005,790,9595,8847,HIV-1
KC898978,RL020,59055,05YNRL20sg,BC,CHINA,2005,2005,790,9595,8758,HIV-1
KC898979,RL025,59102,05YNRL25sg,BC,CHINA,2005,2005,790,9595,8930,HIV-1
KC899006,RL017,59103,05YNRL17sg,BC,CHINA,2005,2005,790,9595,8855,HIV-1
KF716501,190049,51708,DEMD05UG001,D,UGANDA,2005,2005,643,9599,8915,HIV-1
KF766540,NIRT333,61310,C.IN.05.NIRT333.1,C,INDIA,2005,2005,1,9719,9693,HIV-1
KF766541,NIRT723,61311,C.IN.05.NIRT723.1,C,INDIA,2005,2005,1,9719,9690,HIV-1
KF766542,NIRT723,61311,C.IN.05.NIRT723.2,C,INDIA,2005,2005,1,9719,9673,HIV-1
KF990605,MDR-1,78184,MDR-1c,B,UNITED STATES,2005,2005,1,9719,9746,HIV-1
KF990606,MDR-1,78184,MDR-1b,B,UNITED STATES,2005,2005,1,9719,9746,HIV-1
KF990607,MDR-1,78184,MDR-1a,B,UNITED STATES,2005,2005,1,9719,9746,HIV-1
KP411838,,,SE600415,C,SWEDEN,2005,2005,790,9545,8785,HIV-1
LC027100,,,05JPMYC113SP420,01B,JAPAN,2005,2005,634,9690,9112,HIV-1
